entry_at,symbol,direction,pnl,hvn_dist_atr,hvn_density_above,hvn_density_below,poc_dist_bps,ema_value,ema_dist_bps,ema_dist_atr,ema_low_below_ema,ema_high_above_ema,bars_since_avwap_cross_session_open,bars_since_avwap_cross_pd_high,bars_since_avwap_cross_pd_low,avwap_cross_breach_max_atr_session_open,avwap_cross_breach_max_atr_pd_high,avwap_cross_breach_max_atr_pd_low,hvn_bucket,ema_bucket,time_split,symbol_split
2025-12-15T08:39:00-06:00,LLY,LONG,124.6041,11.831,0,7,-603.27,1033.3894,186.00,7.294,0,1,47,50,49,4.056,9.798,10.601,far,outside,IS,IS
2025-12-16T08:59:00-06:00,HOOD,LONG,-174.1214,4.219,3,0,299.13,117.9421,205.86,2.935,0,1,5,5,5,2.410,3.850,4.478,far,outside,IS,IS
2025-12-16T11:14:00-06:00,AFRM,LONG,86.1322,6.388,0,5,-495.23,69.6881,295.87,3.770,1,1,17,32,32,4.935,7.658,6.776,far,outside,IS,OOS
2025-12-19T08:44:00-06:00,MU,LONG,-181.8460,8.339,0,8,-525.81,257.8447,325.98,5.126,0,1,2,77,77,4.055,8.834,5.617,far,outside,IS,IS
2025-12-19T08:44:00-06:00,SOXL,LONG,-189.9849,5.039,0,3,-491.14,40.2307,380.13,4.838,0,1,2,77,11,2.715,7.202,7.263,far,outside,IS,IS
2025-12-24T08:44:00-06:00,MU,LONG,-96.7448,8.683,0,1,-361.40,280.0519,244.53,5.706,0,1,2,2,64,2.936,7.631,7.761,far,outside,IS,IS
2026-01-02T08:39:00-06:00,MU,LONG,160.5452,11.894,0,2,-584.45,291.7611,395.15,7.710,0,1,1,1,1,1.382,8.659,4.445,far,outside,IS,IS
2026-01-02T08:44:00-06:00,RIVN,LONG,-198.7026,2.860,1,1,-348.67,20.0338,247.66,4.749,0,1,6,59,68,3.581,6.240,7.115,far,outside,IS,IS
2026-01-05T08:44:00-06:00,HIMS,LONG,-211.6470,1.737,0,5,-71.68,33.8393,124.32,3.535,0,1,24,73,74,6.362,8.185,11.164,far,outside,IS,IS
2026-01-05T08:44:00-06:00,SOFI,LONG,114.8675,12.882,0,4,-478.07,27.7437,195.30,5.265,0,1,1,64,65,3.156,10.159,12.249,far,outside,IS,IS
2026-01-06T08:49:00-06:00,SOXL,LONG,252.9455,4.361,0,12,-1587.62,50.7596,316.35,4.645,0,1,1,134,101,1.784,11.579,11.881,far,outside,IS,IS
2026-01-06T08:54:00-06:00,MU,LONG,107.1046,7.791,0,6,-607.34,322.0809,304.55,3.840,0,1,1,4,4,2.448,5.606,4.214,far,outside,IS,IS
2026-01-09T08:44:00-06:00,SOXL,LONG,103.6159,0.000,2,7,-488.65,50.4980,277.65,5.544,0,1,6,2,2,2.772,10.375,9.435,near,outside,IS,IS
2026-01-16T08:39:00-06:00,MU,LONG,-220.7214,7.449,0,6,-478.08,346.8502,446.01,6.730,0,1,1,1,1,1.194,6.634,1.715,far,outside,IS,IS
2026-01-16T08:39:00-06:00,SMCI,LONG,75.2584,17.496,0,1,-716.21,29.7414,236.22,5.657,0,1,4,76,76,2.566,7.558,8.695,far,outside,IS,IS
2026-01-21T08:44:00-06:00,MU,LONG,104.8086,5.700,0,7,-314.20,370.4202,197.20,3.634,0,1,1,8,4,2.450,4.387,5.206,far,outside,IS,IS
2026-01-21T08:49:00-06:00,SOXL,LONG,138.9976,1.023,0,4,-82.82,59.6346,294.36,4.656,0,1,2,3,3,2.321,5.827,6.068,far,outside,IS,IS
2026-01-22T08:44:00-06:00,RIVN,LONG,-240.9267,2.783,0,3,-463.33,16.6001,162.59,3.894,0,1,18,30,44,3.436,5.072,6.220,far,outside,IS,IS
2026-01-23T09:04:00-06:00,MU,LONG,154.1895,5.163,0,2,-338.81,398.8644,153.96,2.382,0,1,2,2,69,2.886,2.862,7.670,far,outside,IS,IS
2026-01-27T08:39:00-06:00,CRM,LONG,-184.4885,1.918,0,10,-69.94,231.2231,15.00,0.430,0,1,0,51,51,0.000,6.609,7.534,far,within,IS,OOS
2026-01-28T08:39:00-06:00,MU,LONG,122.2105,16.896,0,9,-905.58,417.9409,269.87,5.667,0,1,58,76,76,5.642,11.935,12.982,far,outside,IS,IS
2026-01-28T08:44:00-06:00,SOXL,LONG,-197.7095,27.580,0,1,-1397.12,67.7752,441.88,8.360,0,1,1,77,77,2.809,17.823,19.028,far,outside,IS,IS
2026-01-28T08:59:00-06:00,RBLX,LONG,110.5689,3.210,0,3,-181.40,73.6968,218.21,3.957,0,1,3,3,5,4.350,6.023,5.737,far,outside,IS,IS
2026-02-02T12:44:00-06:00,MRNA,LONG,-230.8794,2.066,1,1,-249.66,44.0426,387.67,5.024,0,1,46,1,5,7.265,5.453,6.689,far,outside,IS,IS
2026-02-06T08:39:00-06:00,HOOD,LONG,-188.8362,0.567,0,2,-352.34,75.8513,697.24,4.010,0,1,1,1,1,1.002,4.213,3.052,far,outside,IS,IS
2026-02-06T08:44:00-06:00,NVDA,LONG,71.4363,4.657,0,3,-250.71,175.6221,246.43,4.492,0,1,2,2,2,2.599,6.160,4.037,far,outside,IS,IS
2026-02-06T08:44:00-06:00,AVGO,LONG,-176.8842,4.200,0,2,-288.73,316.9679,302.15,4.214,0,1,2,2,2,2.116,4.336,5.063,far,outside,IS,OOS
2026-02-06T09:24:00-06:00,RIVN,LONG,144.7295,0.890,0,6,-77.96,14.0723,147.57,2.127,0,1,3,10,10,2.334,3.058,4.035,far,outside,IS,IS
2026-02-09T08:39:00-06:00,HOOD,LONG,85.3362,11.101,0,2,-650.74,83.3295,302.47,5.046,0,1,65,65,65,4.035,12.353,7.402,far,outside,IS,IS
2026-02-09T08:44:00-06:00,AFRM,LONG,-243.1519,1.970,12,0,201.58,56.6351,224.23,2.537,0,1,1,1,1,2.187,1.857,2.338,far,outside,IS,OOS
2026-02-10T08:39:00-06:00,HIMS,LONG,-174.7129,12.971,0,8,-909.63,19.1706,33.57,0.492,1,1,50,0,9,7.318,0.000,9.677,far,within,IS,IS
2026-02-10T09:04:00-06:00,CRM,LONG,-172.8950,9.701,0,2,-427.64,196.0451,121.14,2.800,0,1,8,76,76,4.539,9.290,9.290,far,outside,IS,OOS
2026-02-12T08:44:00-06:00,NET,LONG,-313.4014,12.803,0,8,-1350.34,193.5761,349.68,4.668,0,1,2,2,2,2.264,5.387,7.274,far,outside,IS,OOS
2026-02-13T08:39:00-06:00,MRNA,LONG,76.0796,7.971,0,3,-1382.75,40.8897,681.18,5.412,0,1,1,1,19,0.928,6.440,6.289,far,outside,IS,IS
2026-02-13T08:54:00-06:00,COIN,LONG,195.0692,6.136,2,4,-823.80,148.1370,354.27,2.725,0,1,1,4,4,1.520,4.535,4.756,far,outside,IS,IS
2026-02-13T09:04:00-06:00,HOOD,LONG,102.7788,0.266,1,1,-485.73,73.2103,248.56,2.865,0,1,4,4,6,2.802,3.941,4.779,near,outside,IS,IS
2026-02-17T08:49:00-06:00,MRNA,LONG,-183.6250,11.916,0,4,-1647.12,43.3846,365.44,3.873,0,1,3,61,3,2.822,6.440,4.587,far,outside,IS,IS
2026-02-18T08:59:00-06:00,COIN,LONG,-175.0265,3.886,0,8,-307.17,168.7166,165.57,2.404,0,1,4,4,4,2.515,3.073,4.105,far,outside,IS,IS
2026-02-18T09:14:00-06:00,MU,LONG,124.9110,0.136,0,17,-354.04,409.0395,197.30,2.736,0,1,6,4,4,3.615,4.141,4.285,near,outside,IS,IS
2026-02-20T08:44:00-06:00,GOOGL,LONG,148.8220,4.495,0,6,-226.13,306.0597,129.56,4.840,0,1,2,2,2,2.855,6.401,7.231,far,outside,IS,OOS
2026-02-20T08:44:00-06:00,SOXL,LONG,-267.8652,3.371,0,16,-335.13,64.9900,236.96,4.496,0,1,5,2,2,3.267,6.336,6.373,far,outside,IS,IS
2026-02-23T08:39:00-06:00,MRNA,LONG,67.8905,16.786,0,5,-1146.17,50.4870,402.67,5.692,0,1,49,4,63,4.842,6.711,7.573,far,outside,IS,IS
2026-02-24T08:44:00-06:00,AAPL,LONG,-108.3847,10.654,0,5,-376.73,269.7730,163.92,5.418,0,1,2,139,146,3.404,8.632,11.533,far,outside,IS,IS
2026-02-24T08:49:00-06:00,SOXL,LONG,-205.2035,9.941,0,6,-729.04,66.7360,349.72,4.901,0,1,1,3,3,2.254,7.350,7.047,far,outside,IS,IS
2026-02-25T08:39:00-06:00,MU,LONG,92.9644,3.501,0,9,-130.99,423.7431,185.65,5.106,0,1,1,1,1,1.483,4.764,6.792,far,outside,IS,IS
2026-02-25T08:54:00-06:00,PLTR,LONG,197.7203,3.236,1,5,-323.73,130.2955,186.46,4.252,0,1,1,4,4,3.280,6.341,6.399,far,outside,IS,OOS
2026-02-25T09:04:00-06:00,SNOW,LONG,-192.9879,10.691,0,1,-733.72,164.9673,225.66,3.221,0,1,4,74,81,2.623,6.019,6.224,far,outside,IS,OOS
2026-02-25T12:44:00-06:00,SMCI,LONG,97.3949,8.975,0,11,-637.78,32.9193,153.62,2.879,0,1,28,77,99,5.601,7.596,10.632,far,outside,IS,IS
2026-02-26T08:49:00-06:00,SNOW,LONG,99.5361,10.183,0,2,-1384.52,175.6468,330.11,2.874,0,1,2,124,131,1.607,11.130,11.666,far,outside,IS,OOS
2026-02-26T08:59:00-06:00,RIVN,LONG,-184.1487,5.023,0,7,-294.78,15.5294,97.00,1.915,0,1,5,5,5,2.343,3.491,4.027,far,outside,IS,IS
2026-03-02T08:39:00-06:00,SNOW,LONG,143.3811,0.410,7,0,80.36,166.4261,139.04,2.997,0,1,1,1,1,2.288,3.032,3.682,near,outside,IS,OOS
2026-03-04T08:54:00-06:00,HOOD,LONG,137.4947,4.721,0,3,-853.07,79.6042,344.31,3.793,0,1,1,4,4,1.722,4.773,7.264,far,outside,IS,IS
2026-03-04T08:59:00-06:00,AMZN,LONG,108.2646,6.830,0,5,-298.66,211.9997,134.68,3.192,0,1,2,58,38,2.724,5.268,8.032,far,outside,IS,IS
2026-03-05T08:59:00-06:00,SOFI,LONG,-234.1967,4.907,0,13,-839.22,19.1260,124.95,2.425,0,1,5,5,5,3.368,4.773,5.196,far,outside,IS,IS
2026-03-06T12:29:00-06:00,BA,LONG,152.1486,1.455,0,3,-100.85,225.5262,46.28,0.834,0,1,55,43,46,5.854,8.053,7.757,far,within,IS,IS
2026-03-10T08:44:00-05:00,RIVN,LONG,82.5084,15.282,0,5,-1276.92,16.3646,449.39,5.773,0,1,60,60,65,4.767,5.230,9.775,far,outside,IS,IS
2026-03-12T08:39:00-05:00,CRM,LONG,89.3083,3.198,0,5,-110.20,194.7499,239.03,6.721,0,1,1,1,1,3.898,7.680,7.714,far,outside,IS,OOS
2026-03-13T08:54:00-05:00,SOXL,LONG,-206.5542,5.217,8,0,435.30,52.4216,264.86,3.426,0,1,4,4,4,2.091,6.299,6.423,far,outside,IS,IS
2026-03-16T08:39:00-05:00,MRVL,LONG,143.0823,1.263,6,2,351.63,88.8238,263.58,6.331,0,1,1,1,1,2.086,7.776,7.800,far,outside,IS,IS
2026-03-16T09:09:00-05:00,RBLX,LONG,-190.8134,4.795,0,1,-299.03,57.8640,242.99,3.775,0,1,2,7,7,3.530,6.697,6.817,far,outside,IS,IS
2026-03-17T08:39:00-05:00,HOOD,LONG,-200.1017,8.929,0,2,-343.60,75.9666,198.38,6.048,0,1,27,40,40,3.692,6.488,9.385,far,outside,IS,IS
2026-03-18T12:29:00-05:00,NET,LONG,61.2210,9.893,0,1,-538.67,221.1918,157.25,2.866,0,1,23,30,31,6.423,8.071,8.364,far,outside,IS,OOS
2026-03-23T08:39:00-05:00,PLTR,LONG,-131.5355,6.621,0,4,-305.15,153.1173,386.48,8.284,0,1,1,1,1,2.920,9.104,7.121,far,outside,IS,OOS
2026-03-23T08:54:00-05:00,SOXL,LONG,191.2118,1.270,0,10,-150.34,53.3606,444.97,4.978,0,1,3,4,4,1.978,8.449,8.473,far,outside,IS,IS
2026-03-25T08:39:00-05:00,MRVL,LONG,139.6246,16.610,0,6,-724.28,93.8477,259.71,7.039,0,1,29,104,71,4.162,9.481,11.098,far,outside,IS,IS
2026-03-25T08:39:00-05:00,AMD,LONG,-201.9930,11.604,0,13,-599.13,209.6699,376.79,7.278,0,1,23,17,23,4.192,7.395,10.305,far,outside,IS,IS
2026-03-31T08:54:00-05:00,SOXL,LONG,101.5949,4.502,1,0,493.47,42.4413,402.60,3.511,0,1,1,4,4,1.621,3.618,5.293,far,outside,IS,IS
2026-03-31T09:19:00-05:00,HIMS,LONG,100.4011,5.918,5,0,604.91,19.1469,226.21,2.449,0,1,6,1,6,2.712,3.097,3.278,far,outside,IS,IS
2026-03-31T09:19:00-05:00,RBLX,LONG,100.5115,4.961,0,4,-378.76,54.1757,168.76,2.200,0,1,6,9,9,1.963,5.941,5.035,far,outside,IS,IS
2026-04-01T08:39:00-05:00,GOOGL,LONG,123.4057,12.159,0,3,-710.17,289.8207,202.52,8.058,0,1,73,76,76,6.911,14.247,14.522,far,outside,IS,OOS
2026-04-01T09:04:00-05:00,MRVL,LONG,95.9728,8.327,0,3,-665.64,102.8390,203.32,2.863,0,1,2,81,81,2.119,11.263,13.635,far,outside,IS,IS
2026-04-01T10:34:00-05:00,LLY,LONG,128.0808,14.737,0,2,-707.39,943.1823,141.31,2.886,0,1,13,99,99,3.268,11.779,10.188,far,outside,IS,IS
2026-04-06T08:39:00-05:00,AFRM,LONG,-191.4057,10.032,0,4,-634.90,46.9699,432.20,6.673,0,1,72,61,64,9.161,5.999,10.823,far,outside,IS,OOS
2026-04-06T08:39:00-05:00,SOFI,LONG,-173.9190,12.732,0,1,-444.88,15.9494,263.74,7.347,0,1,73,60,64,6.360,5.105,12.856,far,outside,IS,IS
2026-04-06T08:49:00-05:00,MU,LONG,-172.5509,24.848,0,2,-1410.79,373.1516,252.54,4.343,0,1,1,26,24,2.727,5.290,12.925,far,outside,IS,IS
2026-04-09T08:44:00-05:00,SOXL,LONG,-172.8153,8.080,0,14,-2322.32,68.1397,321.45,4.971,0,1,1,10,83,2.183,5.839,23.554,far,outside,OOS,IS
2026-04-10T08:49:00-05:00,SMCI,LONG,257.8611,7.434,0,3,-479.51,23.8447,325.13,5.031,0,1,2,3,3,2.870,6.689,4.037,far,outside,OOS,IS
2026-04-10T08:49:00-05:00,AVGO,LONG,-205.2366,11.221,0,4,-593.90,364.3588,250.34,4.598,0,1,3,132,248,2.469,7.687,15.631,far,outside,OOS,OOS
2026-04-13T09:04:00-05:00,CRM,LONG,124.4709,8.051,0,1,-322.03,168.2969,167.74,4.079,0,1,6,6,6,4.414,7.828,7.809,far,outside,OOS,OOS
2026-04-13T09:09:00-05:00,SNOW,LONG,105.9468,4.605,0,4,-242.60,123.2407,183.33,3.469,0,1,6,7,7,3.434,5.439,6.634,far,outside,OOS,OOS
2026-04-14T08:39:00-05:00,AMZN,LONG,144.5451,13.348,0,3,-323.22,241.2368,209.89,8.440,0,1,59,43,43,3.925,5.529,12.653,far,outside,OOS,IS
2026-04-15T08:39:00-05:00,SNOW,LONG,-174.4259,15.246,0,2,-660.60,136.2329,362.40,8.042,0,1,1,1,128,2.264,8.671,17.470,far,outside,OOS,OOS
2026-04-15T08:39:00-05:00,AVGO,LONG,107.6081,11.283,0,2,-424.22,383.9874,176.12,4.606,0,1,6,6,141,2.071,8.368,10.593,far,outside,OOS,OOS
2026-04-15T08:54:00-05:00,HOOD,LONG,-174.5747,24.353,0,1,-1922.91,82.2415,378.58,4.618,0,1,13,13,151,2.937,6.075,14.819,far,outside,OOS,IS
2026-04-15T09:09:00-05:00,COIN,LONG,125.6942,16.776,0,1,-962.32,187.2453,180.23,3.096,0,1,4,4,4,3.085,4.660,4.931,far,outside,OOS,IS
2026-04-17T08:39:00-05:00,HIMS,LONG,-175.0806,26.002,0,5,-2748.60,27.9752,477.13,4.343,0,1,68,69,97,6.220,6.397,11.294,far,outside,OOS,IS
2026-04-21T08:39:00-05:00,MRVL,LONG,130.0355,8.880,0,4,-850.50,149.7931,150.00,3.254,0,1,31,149,215,6.398,9.937,14.628,far,outside,OOS,IS
2026-04-21T08:59:00-05:00,CRM,LONG,-169.7855,7.743,0,4,-329.14,188.6530,179.53,4.271,0,1,3,3,3,4.594,6.947,6.969,far,outside,OOS,OOS
2026-04-22T08:44:00-05:00,COIN,LONG,127.8829,0.504,0,3,-36.74,202.0398,301.43,5.225,0,1,1,2,2,2.002,5.368,6.603,far,outside,OOS,IS
2026-04-22T09:29:00-05:00,MU,LONG,91.0682,4.620,0,3,-327.74,466.2941,171.69,2.486,0,1,2,45,45,2.399,9.763,9.424,far,outside,OOS,IS
2026-04-23T08:39:00-05:00,MRVL,LONG,-181.5665,23.865,0,4,-1538.26,159.4958,302.56,6.233,0,1,70,76,70,7.342,11.124,11.650,far,outside,OOS,IS
2026-04-30T13:19:00-05:00,AFRM,LONG,-127.9287,5.991,0,1,-228.77,63.9987,87.71,2.236,0,1,44,15,41,5.099,4.997,6.486,far,outside,OOS,OOS
2026-05-01T08:49:00-05:00,MU,LONG,142.9080,3.035,0,7,-243.04,521.7314,209.08,3.023,0,1,2,2,3,2.834,4.659,4.986,far,outside,OOS,IS
2026-05-01T09:04:00-05:00,SOXL,LONG,-198.4547,7.060,0,7,-1146.51,127.2406,176.79,1.856,0,1,66,5,5,7.437,2.953,3.722,far,outside,OOS,IS
2026-05-04T08:39:00-05:00,MU,LONG,183.9728,19.597,0,11,-1192.88,552.5537,460.52,7.849,0,1,25,53,54,3.385,11.264,12.042,far,outside,OOS,IS
2026-05-04T08:49:00-05:00,RBLX,LONG,187.7789,6.704,0,2,-397.75,46.0964,250.26,4.503,0,1,5,3,3,4.412,6.154,7.409,far,outside,OOS,IS
2026-05-04T09:44:00-05:00,AMZN,LONG,-168.3592,13.662,0,3,-553.15,272.6765,92.91,2.317,0,1,5,6,105,2.718,4.414,9.080,far,outside,OOS,IS
2026-05-05T08:39:00-05:00,NET,LONG,153.0590,7.715,0,2,-454.40,226.4431,290.22,4.745,0,1,0,152,151,0.000,14.924,13.892,far,outside,OOS,OOS
2026-05-05T08:39:00-05:00,MU,LONG,168.5969,26.766,0,12,-1789.53,593.6755,554.08,7.907,0,1,1,104,105,2.754,11.264,12.042,far,outside,OOS,IS
2026-05-06T08:39:00-05:00,SMCI,LONG,-172.1908,10.177,0,3,-1524.08,29.3973,1167.69,7.026,0,1,0,1,1,0.000,6.689,4.649,far,outside,OOS,IS
2026-05-06T08:44:00-05:00,AMD,LONG,-177.0357,15.043,0,8,-1724.84,390.3338,969.84,7.740,0,1,67,77,77,5.463,10.719,13.615,far,outside,OOS,IS
2026-05-06T08:59:00-05:00,NVDA,LONG,98.5391,4.066,0,6,-234.29,201.0569,168.52,3.666,0,1,5,5,5,3.057,6.366,4.389,far,outside,OOS,IS
