replace	0.04	0.05	repl_a04_g05
replace	0.04	0.08	repl_a04_g08
replace	0.06	0.05	repl_a06_g05
replace	0.06	0.08	repl_a06_g08
layer	0.04	0.05	layr_a04_g05
layer	0.04	0.08	layr_a04_g08
layer	0.06	0.05	layr_a06_g05
layer	0.06	0.08	layr_a06_g08
