replace	0.03	0.03	repl_a03_g03
replace	0.03	0.05	repl_a03_g05
replace	0.05	0.05	repl_a05_g05
replace	0.05	0.03	repl_a05_g03
replace	0.06	0.03	repl_a06_g03
replace	0.06	0.12	repl_a06_g12
replace	0.08	0.05	repl_a08_g05
replace	0.08	0.08	repl_a08_g08
